country_full,country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier,date_keys,value_keys,filter,orient,use_cache
DR Congo,cod,gdpa,https://api.economicsobservatory.com/cod/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/gdpa.json,,,GDP,GDP (constant 2015 US$) | WB through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/gdpa.json,WB,World Bank,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
DR Congo,cod,gdpp,https://api.economicsobservatory.com/cod/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | WB through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/gdpp.json,WB,World Bank,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
DR Congo,cod,unem,https://api.economicsobservatory.com/cod/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | WB through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/unem.json,WB,World Bank,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
DR Congo,cod,empl,https://api.economicsobservatory.com/cod/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | WB through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/empl.json,WB,World Bank,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
DR Congo,cod,expo,https://api.economicsobservatory.com/cod/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/expo.json,,,Exports,Exports of goods and services (current US$) | WB through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/expo.json,WB,World Bank,Exports of goods and services (current US$),current US$,,,1,,,,,1
DR Congo,cod,impo,https://api.economicsobservatory.com/cod/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/impo.json,,,Imports,Imports of goods and services (current US$) | WB through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/impo.json,WB,World Bank,Imports of goods and services (current US$),current US$,,,1,,,,,1
DR Congo,cod,popu,https://api.economicsobservatory.com/cod/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/popu.json,,,Population,"Population, total | WB through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/popu.json,WB,World Bank,"Population, total",total,,,1,,,,,1
Russia,rus,infl,https://api.economicsobservatory.com/rus/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/infl.json,,,Inflation,Inflation | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/infl.json,Rosstat,Federal State Statistics Service,"Consumer price index, percent of corresponding month of previous year",,date,value,1,,,,,1
Russia,rus,grow,https://api.economicsobservatory.com/rus/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/grow.json,,,Growth,Growth | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/grow.json,Rosstat,Federal State Statistics Service,"Volume index of produced GDP, percent of corresponding period of previous year",,date,value,1,,,,,1
Russia,rus,unem,https://api.economicsobservatory.com/rus/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/unem.json,,,Unemployment Rate,Unemployment Rate | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/unem.json,Rosstat,Federal State Statistics Service,"Unemployment rate ages 15 years and over, (15-72 years old pre-2017), percent",,date,value,1,,,,,1
Russia,rus,empd,https://api.economicsobservatory.com/rus/empd,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/empd.json,,,Employed,Employed | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/empd.json,Rosstat,Federal State Statistics Service,Total number of employed 15 years and over (15-72 years old pre-2017),,date,value,1,,,,,1
Russia,rus,umpd,https://api.economicsobservatory.com/rus/umpd,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/umpd.json,,,Unemployed,Unemployed | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/umpd.json,Rosstat,Federal State Statistics Service,Total number of unemployed 15 years and over (15-72 years old pre-2017),,date,value,1,,,,,1
Russia,rus,expo,https://api.economicsobservatory.com/rus/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/expo.json,,,Exports,Exports | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/expo.json,Rosstat,Federal State Statistics Service,"export of goods – total, mln US dollars",,date,value,1,,,,,1
Russia,rus,impo,https://api.economicsobservatory.com/rus/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/impo.json,,,Imports,Imports | Rosstat through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/agency_data/rus/impo.json,Rosstat,Federal State Statistics Service,"import of goods – total, mln US dollars",,date,value,1,,,,,1
